agency_id,agency_name,sector,language,written_tier,oral_tier,collection_tier,pathway_in_language,pathway_type,translated_page_count,translated_page_slugs,evidence_url,oral_availability,oral_hours,capture_date,notes,assigned_by,assignment_method
sound_transit,Sound Transit,transit,Lingala,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Luganda,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Luganda,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Maay Maay,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Maay Maay,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Malay,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Malay,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Malayalam,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Malayalam,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Mam,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Mam,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Mandingo,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Mandingo,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Mandinka,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Mandinka,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Marathi,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Marathi,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Marquesan,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Marquesan,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Marshallese,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Marshallese,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Maya-Quiche,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Maya-Quiche,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Mien,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Mien,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Mixteco,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Mixteco,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Moldavian,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Moldavian,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Mongolian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Mongolian,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Moore,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Moore,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,"Nahuatl, Guerrero region",0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,"Nahuatl, Guerrero region",0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Nepali,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Nepali,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Nuer,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Nuer,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Oromo,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Oromo,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Palau,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Palau,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Pashai,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Pashai,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Pashto,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Pashto,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Pere,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Pere,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Polish,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Polish,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Portuguese,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Portuguese,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Punjabi,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Punjabi,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Purepecha,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Purepecha,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Rohingya,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Rohingya,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Romanian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Romanian,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Russian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Russian,3,2,,True,in_language_document,2,i-speak-card; 2021-progress-report,https://www.soundtransit.org/sites/default/files/documents/i-speak-language-assistance-2019.pdf,,,2026-09-05,"On the 'I Speak' language assistance card, last updated 2019-07-05. Rule 4 accepts a point-to-your-language card as a pathway | Also has a 2021 system expansion progress report in this language | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Samoan,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Samoan,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Sao,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Sao,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Serbo-Croation,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Serbo-Croation,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Shona,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Shona,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Sinhalese,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Sinhalese,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Slovenian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Slovenian,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Somali,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Somali,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Soninke,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Soninke,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
